dispatch_ts,street,xstreet1,xstreet2,lon,lat
2023-05-23 20:15:25,,,,-71.10430900961141,42.32498376520233
2023-05-24 14:56:29,,,,-71.05145914897061,42.32143513905734
2023-04-03 23:42:09,,,,-71.07346021786326,42.33356601748208
2023-05-24 22:18:52,,,,-71.10933825044575,42.33705717062523
2023-06-01 19:02:58,,,,-71.11657758300223,42.32102718594854
2023-10-08 20:51:26,DAVID G MUGAR WAY,,,-71.07302580875351,42.357086592627496
2023-09-05 23:05:37,MASSACHUSETTS AVE,,,-71.0700712745353,42.33060193072624
2023-09-10 20:01:36,,,,-71.07515101230298,42.334953111183935
2023-10-19 13:49:18,,,,-71.09323424061772,42.33362108343158
2023-01-29 19:02:47,,,,-71.0753613847683,42.383584917311275
2023-04-04 19:05:46,,,,-71.13923977425485,42.36080758319393
2023-04-19 23:26:55,,,,-71.0878284631317,42.29489285279704
2023-10-10 12:47:48,COMMONWEALTH AVE,,,-71.11188219678236,42.35054722636104
2023-12-17 21:46:53,BOWDOIN ST,,,-71.07017629990659,42.30399296269528
2023-08-20 19:57:56,BLUE HILL AVE,,,-71.07869852348692,42.314846429173734
2023-09-20 22:12:10,SOLDIERS FIELD RD,,,-71.11752429146709,42.36010418886195
2023-11-29 12:59:00,HYDE PARK AVE,,,-71.12571106001556,42.25113728733332
2023-05-19 19:16:17,,,,-71.04917712976155,42.30066608531419
2023-06-22 20:50:50,HANOVER ST,,,-71.05288183108644,42.36572806343412
2023-07-30 20:06:26,CONSTITUTION RD,,,-71.05884912265964,42.37229638221316
2023-12-10 16:47:40,WASHINGTON ST,,,-71.08049993836859,42.33364827774625
2023-11-05 02:42:03,COLUMBIA RD,,,-71.06196358133595,42.320305531579855
2023-07-10 21:35:34,WALTHAM ST,,,-71.06945544490645,42.34222258426629
2023-11-18 02:48:48,FORSYTH ST,,,-71.09113078844834,42.34070937564643
2023-07-24 23:30:48,TRANSPORTATION WAY,,,-71.02972349047319,42.374006154271704
2023-04-12 20:51:42,,,,-71.09323424061772,42.33362108343158
2023-11-28 19:12:27,COMMONWEALTH AVE,,,-71.08695726564085,42.349311703619904
2023-07-21 10:35:10,CAUSEWAY ST,,,-71.06081525614212,42.36561100118066
2023-09-15 16:56:42,,,,-71.07563050723822,42.33746016491123
2023-06-27 01:31:43,H ST,,,-71.04151242959803,42.33403108467579
2023-04-11 22:14:12,WASHINGTON ST,,,-71.08071934619511,42.33337409507278
2023-10-06 19:02:59,HARVARD AVE,,,-71.13226172268527,42.35377256854198
2023-09-27 18:06:08,,,,-71.05866207058192,42.35707431520006
2023-12-20 11:14:49,SOUTHAMPTON ST,,,-71.06825322019361,42.331734325293155
2023-12-13 12:50:19,,,,-71.0606100315401,42.36573070417767
2023-09-02 22:26:06,,,,-71.08151935991754,42.3535912925739
2023-06-25 02:10:52,,,,-71.06942855113641,42.35623106527977
2023-04-14 21:46:17,COLUMBUS AVE,,,-71.09617852953305,42.32950505915262
2023-10-14 14:43:36,,,,-71.07123312954977,42.2719603741197
2023-10-31 10:26:02,,,,-71.098390266271,42.32494158672127
2023-08-23 12:57:53,,,,-71.07377121387327,42.383933900770366
2023-10-14 15:40:39,CODMAN PARK,,,-71.09439938726126,42.318217881056874
2023-08-03 00:59:18,WASHINGTON ST,,,-71.10400797916209,42.31000093815088
